;N20;Date;Bande;soilH_H1;soilH_H2;NO3_H1;NO3_H2;NH4_H1;NH4_H2;meanTP;airH;pluie;soilH_H1_J1;soilH_H2_J1;NO3_H1_J1;NO3_H2_J1;NH4_H1_J1;NH4_H2_J1;meanTP_J1;airH_J1;pluie_J1;soilH_H1_J2;soilH_H2_J2;NO3_H1_J2;NO3_H2_J2;NH4_H1_J2;NH4_H2_J2;meanTP_J2;airH_J2;pluie_J2;soilH_H1_J3;soilH_H2_J3;NO3_H1_J3;NO3_H2_J3;NH4_H1_J3;NH4_H2_J3;meanTP_J3;airH_J3;pluie_J3;soilH_H1_J4;soilH_H2_J4;NO3_H1_J4;NO3_H2_J4;NH4_H1_J4;NH4_H2_J4;meanTP_J4;airH_J4;pluie_J4;soilH_H1_J5;soilH_H2_J5;NO3_H1_J5;NO3_H2_J5;NH4_H1_J5;NH4_H2_J5;meanTP_J5;airH_J5;pluie_J5;rolled_N20
10;2.0766942801207904;2018-03-21;pn;0.2121212121212121;0.21878082462024076;9.779192307692309;2.0380927272727276;12.942338461538462;7.342359696969698;3.1;81.0;0.0;;;;;;;2.1;73.0;0.5;;;;;;;-0.7;94.0;0.5;;;;;;;-0.2;92.0;0.0;;;;;;;2.2;98.0;0.0;;;;;;;8.6;84.0;0.0;2.0766942801207904
11;2.115090439506479;2018-03-21;ref;0.2142789953908381;0.2207704870784898;18.031645636298336;5.978069485883368;38.62019801269005;9.635704105535691;3.1;81.0;0.0;;;;;;;2.1;73.0;0.5;;;;;;;-0.7;94.0;0.5;;;;;;;-0.2;92.0;0.0;;;;;;;2.2;98.0;0.0;;;;;;;8.6;84.0;0.0;2.115090439506479
12;29.329116843009775;2018-03-29;acs;0.2253367670364501;0.20752788895512223;73.09918964326813;18.8018354609929;72.9837090909091;19.757860992907798;6.3;85.0;3.5;;;;;;;7.7;88.0;10.0;;;;;;;8.5;88.0;4.0;;;;;;;8.7;71.0;2.0;;;;;;;9.4;77.0;0.5;;;;;;;8.4;80.0;0.0;29.329116843009775
13;3.8345960395073595;2018-03-29;bi;0.22146551724137942;0.21651542649727776;7.877079105303953;3.3575141070187633;10.085605957258332;10.501991799861013;6.3;85.0;3.5;;;;;;;7.7;88.0;10.0;;;;;;;8.5;88.0;4.0;;;;;;;8.7;71.0;2.0;;;;;;;9.4;77.0;0.5;;;;;;;8.4;80.0;0.0;3.8345960395073595
14;5.889296398280163;2018-03-29;bio;0.21709717097170977;0.22167206246429252;3.580079340141398;2.2846749204795684;6.137278868813826;3.5845761683386335;6.3;85.0;3.5;;;;;;;7.7;88.0;10.0;;;;;;;8.5;88.0;4.0;;;;;;;8.7;71.0;2.0;;;;;;;9.4;77.0;0.5;;;;;;;8.4;80.0;0.0;5.889296398280163
15;22.873049669331067;2018-03-29;elev;0.21123575176406714;0.21173848439821702;30.63098416102763;2.7104448633364755;56.958441621745585;7.58924561734213;6.3;85.0;3.5;;;;;;;7.7;88.0;10.0;;;;;;;8.5;88.0;4.0;;;;;;;8.7;71.0;2.0;;;;;;;9.4;77.0;0.5;;;;;;;8.4;80.0;0.0;22.873049669331067
16;16.137987376567395;2018-03-29;pn;0.22360430950048982;0.22514563106796115;28.189582200075694;8.124025936599423;46.66244078466003;16.446198847262245;6.3;85.0;3.5;;;;;;;7.7;88.0;10.0;;;;;;;8.5;88.0;4.0;;;;;;;8.7;71.0;2.0;;;;;;;9.4;77.0;0.5;;;;;;;8.4;80.0;0.0;16.137987376567395
17;11.860285031317007;2018-03-29;ref;0.22386784391911135;0.22342358713429042;43.6898430825688;10.430881853281853;69.93331904587157;25.87965005265005;6.3;85.0;3.5;;;;;;;7.7;88.0;10.0;;;;;;;8.5;88.0;4.0;;;;;;;8.7;71.0;2.0;;;;;;;9.4;77.0;0.5;;;;;;;8.4;80.0;0.0;11.860285031317007
18;30.58423129305684;2018-04-05;acs;0.21809369951534727;0.2065147180954138;45.04517975206611;17.019537713687633;33.71736239669421;8.90742160716362;7.5;77.0;0.0;;;;;;;10.5;85.0;2.0;;;;;;;10.9;83.0;4.0;;;;;;;10.9;72.0;1.0;;;;;;;7.8;77.0;0.0;;;;;;;6.7;84.0;0.0;30.58423129305684
19;9.37406113964154;2018-04-05;bi;0.21674180146733832;0.22464795387959546;19.386276063649692;3.5635589956118956;22.306995621261702;8.71092198927352;7.5;77.0;0.0;;;;;;;10.5;85.0;2.0;;;;;;;10.9;83.0;4.0;;;;;;;10.9;72.0;1.0;;;;;;;7.8;77.0;0.0;;;;;;;6.7;84.0;0.0;9.37406113964154
20;8.697909253316746;2018-04-05;bio;0.2082521692934301;0.2114919522975566;2.9862735405949454;1.1998308196721312;4.065649519123238;3.8317177789529344;7.5;77.0;0.0;;;;;;;10.5;85.0;2.0;;;;;;;10.9;83.0;4.0;;;;;;;10.9;72.0;1.0;;;;;;;7.8;77.0;0.0;;;;;;;6.7;84.0;0.0;8.697909253316746
21;18.742510095286338;2018-04-05;elev;0.2087508681416808;0.2107296908698777;19.80550344827586;2.396517772970511;53.006729228840115;8.774347330069448;7.5;77.0;0.0;;;;;;;10.5;85.0;2.0;;;;;;;10.9;83.0;4.0;;;;;;;10.9;72.0;1.0;;;;;;;7.8;77.0;0.0;;;;;;;6.7;84.0;0.0;18.742510095286338
22;10.488701480388098;2018-04-05;pn;0.21797195459315086;0.2167601121345615;13.024870992925107;3.515163236609996;18.512878433764335;6.327293825897993;7.5;77.0;0.0;;;;;;;10.5;85.0;2.0;;;;;;;10.9;83.0;4.0;;;;;;;10.9;72.0;1.0;;;;;;;7.8;77.0;0.0;;;;;;;6.7;84.0;0.0;10.488701480388098
23;10.878069124814745;2018-04-05;ref;0.22017785955228464;0.21826939327361836;39.371023200943775;13.040087060858282;61.66413055446325;18.953159571938162;7.5;77.0;0.0;;;;;;;10.5;85.0;2.0;;;;;;;10.9;83.0;4.0;;;;;;;10.9;72.0;1.0;;;;;;;7.8;77.0;0.0;;;;;;;6.7;84.0;0.0;10.878069124814745
24;51.510280434506434;2018-04-11;acs;0.22423333020725872;0.20557399965053294;46.833620430367496;10.759039755856154;70.00070256286268;7.225628175519629;12.0;73.0;0.0;;;;;;;11.5;82.0;0.5;;;;;;;11.6;96.0;13.0;;;;;;;14.8;75.0;0.0;;;;;;;14.4;78.0;0.5;;;;;;;11.2;70.0;0.0;51.510280434506434
25;14.19582457281916;2018-04-11;bi;0.21662813597054542;0.22143274284601908;7.701885145917585;6.0636879109888735;6.095804831129083;3.0318439554944367;12.0;73.0;0.0;;;;;;;11.5;82.0;0.5;;;;;;;11.6;96.0;13.0;;;;;;;14.8;75.0;0.0;;;;;;;14.4;78.0;0.5;;;;;;;11.2;70.0;0.0;14.19582457281916
26;19.02541177053889;2018-04-11;bio;0.21176470588235297;0.216719353705655;2.3528059701492534;1.1325839461883405;5.284764179104477;3.1634241255605366;12.0;73.0;0.0;;;;;;;11.5;82.0;0.5;;;;;;;11.6;96.0;13.0;;;;;;;14.8;75.0;0.0;;;;;;;14.4;78.0;0.5;;;;;;;11.2;70.0;0.0;19.02541177053889
27;24.979517759564185;2018-04-11;elev;0.20745785233784583;0.20701914311759348;7.150111914492301;1.6131389355098285;19.79754605469979;3.6871747097367504;12.0;73.0;0.0;;;;;;;11.5;82.0;0.5;;;;;;;11.6;96.0;13.0;;;;;;;14.8;75.0;0.0;;;;;;;14.4;78.0;0.5;;;;;;;11.2;70.0;0.0;24.979517759564185
28;8.85655955379511;2018-04-11;pn;0.21767497034400937;0.2078154341411071;4.132176118271418;1.9614879783271255;7.386721910538286;4.076818151032846;12.0;73.0;0.0;;;;;;;11.5;82.0;0.5;;;;;;;11.6;96.0;13.0;;;;;;;14.8;75.0;0.0;;;;;;;14.4;78.0;0.5;;;;;;;11.2;70.0;0.0;8.85655955379511
29;14.703735854337022;2018-04-11;ref;0.21902635871898335;0.22358507096548105;11.912396932717678;1.8575341909275556;14.148262203166226;4.426464454976302;12.0;73.0;0.0;;;;;;;11.5;82.0;0.5;;;;;;;11.6;96.0;13.0;;;;;;;14.8;75.0;0.0;;;;;;;14.4;78.0;0.5;;;;;;;11.2;70.0;0.0;14.703735854337022
30;12.128010452469734;2018-04-19;acs;0.1959840690341851;0.17840042560737712;8.454371145510835;3.5261151737535075;6.551222662538697;2.161167364558601;19.7;60.0;0.0;;;;;;;17.3;64.0;0.0;;;;;;;14.4;68.0;0.0;;;;;;;11.4;77.0;0.0;;;;;;;12.4;84.0;0.5;;;;;;;11.3;90.0;0.5;12.128010452469734
31;11.83410789642382;2018-04-19;bi;0.18733188720173538;0.1872678586853244;19.89508491351698;3.491093463704963;27.915616527866746;3.2311184185354445;19.7;60.0;0.0;;;;;;;17.3;64.0;0.0;;;;;;;14.4;68.0;0.0;;;;;;;11.4;77.0;0.0;;;;;;;12.4;84.0;0.5;;;;;;;11.3;90.0;0.5;11.83410789642382
32;10.686939197011062;2018-04-19;bio;0.17771059727101896;0.18721422523285353;0.8199293322734498;0.25995151578289405;2.220641941573927;1.9310684029586407;19.7;60.0;0.0;;;;;;;17.3;64.0;0.0;;;;;;;14.4;68.0;0.0;;;;;;;11.4;77.0;0.0;;;;;;;12.4;84.0;0.5;;;;;;;11.3;90.0;0.5;10.686939197011062
33;15.056477291983649;2018-04-19;elev;0.18115687992988608;0.187963441972754;3.0582002247672055;1.1154877893395623;3.1269238253237712;2.2309755786791245;19.7;60.0;0.0;;;;;;;17.3;64.0;0.0;;;;;;;14.4;68.0;0.0;;;;;;;11.4;77.0;0.0;;;;;;;12.4;84.0;0.5;;;;;;;11.3;90.0;0.5;15.056477291983649
34;8.777442086404347;2018-04-19;pn;0.18669703872437365;0.19571942145305574;22.821903629845398;2.561871018711018;40.129091944880116;4.294901413721412;19.7;60.0;0.0;;;;;;;17.3;64.0;0.0;;;;;;;14.4;68.0;0.0;;;;;;;11.4;77.0;0.0;;;;;;;12.4;84.0;0.5;;;;;;;11.3;90.0;0.5;8.777442086404347
35;13.067650122063819;2018-04-19;ref;0.19262295081967218;0.20161290322580644;14.994121827411167;2.093;18.91781725888325;3.881563636363636;19.7;60.0;0.0;;;;;;;17.3;64.0;0.0;;;;;;;14.4;68.0;0.0;;;;;;;11.4;77.0;0.0;;;;;;;12.4;84.0;0.5;;;;;;;11.3;90.0;0.5;13.067650122063819
36;9.67290756059733;2018-04-30;acs;0.19358816276202218;0.15750727615134408;20.813211926605504;5.8226310505994725;32.98766513761468;2.11177184854027;5.3;98.0;8.0;;;;;;;9.8;96.0;8.0;;;;;;;11.8;74.0;2.0;;;;;;;12.4;65.0;0.0;;;;;;;10.2;72.0;0.5;;;;;;;11.9;79.0;0.5;9.67290756059733
37;1.9616530895492381;2018-04-30;bi;0.18634637463569723;0.16883688192855884;3.812956040377728;3.456932867577008;3.4201060240963854;2.5086769768180375;5.3;98.0;8.0;;;;;;;9.8;96.0;8.0;;;;;;;11.8;74.0;2.0;;;;;;;12.4;65.0;0.0;;;;;;;10.2;72.0;0.5;;;;;;;11.9;79.0;0.5;1.9616530895492381
38;1.834294569457742;2018-04-30;bio;0.17921440261865776;0.17103949160236043;2.3632465603190416;3.1805017632241803;1.5298311066799597;2.0841924433249366;5.3;98.0;8.0;;;;;;;9.8;96.0;8.0;;;;;;;11.8;74.0;2.0;;;;;;;12.4;65.0;0.0;;;;;;;10.2;72.0;0.5;;;;;;;11.9;79.0;0.5;1.834294569457742
39;2.4401622503415563;2018-04-30;elev;0.18556341101509988;0.16263545730385798;3.0117235023041475;1.104865803913449;2.0308940092165897;2.304773827518378;5.3;98.0;8.0;;;;;;;9.8;96.0;8.0;;;;;;;11.8;74.0;2.0;;;;;;;12.4;65.0;0.0;;;;;;;10.2;72.0;0.5;;;;;;;11.9;79.0;0.5;2.4401622503415563
40;9.889573218216286;2018-04-30;pn;0.19286647078028082;0.17638738663782338;23.551890949539892;7.074471926457215;20.841554292648397;3.8532776644105446;5.3;98.0;8.0;;;;;;;9.8;96.0;8.0;;;;;;;11.8;74.0;2.0;;;;;;;12.4;65.0;0.0;;;;;;;10.2;72.0;0.5;;;;;;;11.9;79.0;0.5;9.889573218216286
41;2.1090355405340864;2018-04-30;ref;0.19427563222897465;0.17396332397158426;4.46167686131387;3.8861158799999984;3.1852391240875915;2.1307052799999995;5.3;98.0;8.0;;;;;;;9.8;96.0;8.0;;;;;;;11.8;74.0;2.0;;;;;;;12.4;65.0;0.0;;;;;;;10.2;72.0;0.5;;;;;;;11.9;79.0;0.5;2.1090355405340864
42;4.435864333018556;2018-05-15;acs;0.1279297883324729;0.11460544086436436;9.874556144920675;1.5027308781869688;13.166074859894229;3.2673012275731828;14.2;88.0;0.5;;;;;;;12.0;85.0;3.0;;;;;;;10.7;83.0;0.0;;;;;;;12.9;85.0;5.0;;;;;;;14.3;65.0;0.0;;;;;;;12.0;70.0;0.0;4.435864333018556
43;3.0162599635216774;2018-05-15;bi;0.12270984235193869;0.11599328087702229;10.050622438076738;1.4534178217821778;9.884152501214183;2.8627926792679266;14.2;88.0;0.5;;;;;;;12.0;85.0;3.0;;;;;;;10.7;83.0;0.0;;;;;;;12.9;85.0;5.0;;;;;;;14.3;65.0;0.0;;;;;;;12.0;70.0;0.0;3.0162599635216774
44;1.6604548938621413;2018-05-15;bio;0.12387585963674834;0.12368471398507742;0.8130673845224918;0.9029683004038859;2.8040400825198746;3.132519659425826;14.2;88.0;0.5;;;;;;;12.0;85.0;3.0;;;;;;;10.7;83.0;0.0;;;;;;;12.9;85.0;5.0;;;;;;;14.3;65.0;0.0;;;;;;;12.0;70.0;0.0;1.6604548938621413
45;1.739125876580395;2018-05-15;elev;0.13021207764198414;0.11464002141136581;6.761031408203327;1.2195437122128172;7.856276371525985;3.186195284159613;14.2;88.0;0.5;;;;;;;12.0;85.0;3.0;;;;;;;10.7;83.0;0.0;;;;;;;12.9;85.0;5.0;;;;;;;14.3;65.0;0.0;;;;;;;12.0;70.0;0.0;1.739125876580395
46;1.4389019326492294;2018-05-15;pn;0.14018442986345087;0.1242432219005;18.302501907806533;1.9414571686203776;22.755040383623804;5.009852119026148;14.2;88.0;0.5;;;;;;;12.0;85.0;3.0;;;;;;;10.7;83.0;0.0;;;;;;;12.9;85.0;5.0;;;;;;;14.3;65.0;0.0;;;;;;;12.0;70.0;0.0;1.4389019326492294
47;1.6069719056552558;2018-05-15;ref;0.1182514646237044;0.11651624548736461;7.530585648574057;1.7852370211461843;9.193719104569153;2.964375053631628;14.2;88.0;0.5;;;;;;;12.0;85.0;3.0;;;;;;;10.7;83.0;0.0;;;;;;;12.9;85.0;5.0;;;;;;;14.3;65.0;0.0;;;;;;;12.0;70.0;0.0;1.6069719056552558
48;2.333013858600761;2018-06-01;acs;0.15406366870382193;0.12777537796976246;3.8215863704981663;1.7442289025356579;6.812887606929769;2.814022629424194;17.1;94.0;3.5;;;;;;;19.1;87.0;0.0;;;;;;;19.5;83.0;3.5;;;;;;;17.5;93.0;9.5;;;;;;;20.7;83.0;6.0;;;;;;;21.0;74.0;0.0;2.333013858600761
49;1.9245288403520493;2018-06-01;bi;0.17701559020044538;0.14564074678267167;2.4569263476943046;2.980533573777447;3.503394977267807;2.033232205367561;17.1;94.0;3.5;;;;;;;19.1;87.0;0.0;;;;;;;19.5;83.0;3.5;;;;;;;17.5;93.0;9.5;;;;;;;20.7;83.0;6.0;;;;;;;21.0;74.0;0.0;1.9245288403520493
50;1.5660732609729906;2018-06-01;bio;0.17755632582322364;0.1572537801389455;8.538723527552419;9.431804131510036;0.5920181645769672;0.541651672970614;17.1;94.0;3.5;;;;;;;19.1;87.0;0.0;;;;;;;19.5;83.0;3.5;;;;;;;17.5;93.0;9.5;;;;;;;20.7;83.0;6.0;;;;;;;21.0;74.0;0.0;1.5660732609729906
51;4.197109854347476;2018-06-01;elev;0.1700765136393878;0.145636945429387;8.770009219360654;8.837573641056787;0.44974406253131594;0.4967525053143034;17.1;94.0;3.5;;;;;;;19.1;87.0;0.0;;;;;;;19.5;83.0;3.5;;;;;;;17.5;93.0;9.5;;;;;;;20.7;83.0;6.0;;;;;;;21.0;74.0;0.0;4.197109854347476
52;1.681672225812661;2018-06-01;pn;0.16478357733927432;0.14804544234725833;2.139858931123178;2.67914886602268;3.232078593883966;2.7371391012179758;17.1;94.0;3.5;;;;;;;19.1;87.0;0.0;;;;;;;19.5;83.0;3.5;;;;;;;17.5;93.0;9.5;;;;;;;20.7;83.0;6.0;;;;;;;21.0;74.0;0.0;1.681672225812661
53;1.0231767406620704;2018-06-01;ref;0.1424592792640729;0.11533878106911802;1.9982012400354294;1.5508860386798802;2.82541358134042;2.067848051573174;17.1;94.0;3.5;;;;;;;19.1;87.0;0.0;;;;;;;19.5;83.0;3.5;;;;;;;17.5;93.0;9.5;;;;;;;20.7;83.0;6.0;;;;;;;21.0;74.0;0.0;1.0231767406620704
54;4.427142888755594;2018-06-13;acs;0.2034680105919535;0.1897907818153217;12.343904686327077;9.585023046306185;0.679594352100089;0.43802524673979887;13.4;86.0;0.5;;;;;;;15.9;92.0;0.5;;;;;;;18.1;98.0;59.5;;;;;;;19.3;92.0;2.0;;;;;;;18.7;92.0;0.0;;;;;;;19.5;87.0;0.0;4.427142888755594
55;1.2627415731646336;2018-06-13;bi;0.20912514230668183;0.21142595978062165;9.801017473148045;8.630061226382288;1.237138234968442;0.5933973339515478;13.4;86.0;0.5;;;;;;;15.9;92.0;0.5;;;;;;;18.1;98.0;59.5;;;;;;;19.3;92.0;2.0;;;;;;;18.7;92.0;0.0;;;;;;;19.5;87.0;0.0;1.2627415731646336
56;1.6038352179806572;2018-06-13;bio;0.1990578158458245;0.20005136106831028;8.819105486044274;7.704524494382023;1.1451850497273024;0.35423101123595524;13.4;86.0;0.5;;;;;;;15.9;92.0;0.5;;;;;;;18.1;98.0;59.5;;;;;;;19.3;92.0;2.0;;;;;;;18.7;92.0;0.0;;;;;;;19.5;87.0;0.0;1.6038352179806572
57;3.2910856077912336;2018-06-13;elev;0.19351910683489149;0.19474313022700113;7.543545413618458;6.883026409495546;0.2923854811480023;0.23821038575667655;13.4;86.0;0.5;;;;;;;15.9;92.0;0.5;;;;;;;18.1;98.0;59.5;;;;;;;19.3;92.0;2.0;;;;;;;18.7;92.0;0.0;;;;;;;19.5;87.0;0.0;3.2910856077912336
58;2.8267240319266413;2018-06-13;pn;0.19735826400205853;0.19569336778639104;10.206261369950845;8.815460098522168;0.5061928937807225;0.3892866995073893;13.4;86.0;0.5;;;;;;;15.9;92.0;0.5;;;;;;;18.1;98.0;59.5;;;;;;;19.3;92.0;2.0;;;;;;;18.7;92.0;0.0;;;;;;;19.5;87.0;0.0;2.8267240319266413
59;2.864619023988248;2018-06-13;ref;0.2008561356387443;0.20190274841437633;7.9580087805902755;7.576602119205297;0.7223787732381047;0.4695716556291392;13.4;86.0;0.5;;;;;;;15.9;92.0;0.5;;;;;;;18.1;98.0;59.5;;;;;;;19.3;92.0;2.0;;;;;;;18.7;92.0;0.0;;;;;;;19.5;87.0;0.0;2.864619023988248
60;-1.3934989921890262;2018-06-28;acs;0.11508348269031225;0.12392013822230752;9.70448826351135;9.603074361783717;0.619208272039228;1.0862683393594097;21.4;62.0;0.0;;;;;;;20.9;68.0;0.0;;;;;;;19.6;64.0;0.0;;;;;;;17.9;73.0;0.0;;;;;;;16.7;67.0;0.0;;;;;;;15.1;68.0;0.0;-1.3934989921890262
61;-0.21542071263380475;2018-06-28;bi;0.09728126544735544;0.1139614724394431;5.514571284634762;8.428756603164352;0.3396656226043152;0.40607290926703277;21.4;62.0;0.0;;;;;;;20.9;68.0;0.0;;;;;;;19.6;64.0;0.0;;;;;;;17.9;73.0;0.0;;;;;;;16.7;67.0;0.0;;;;;;;15.1;68.0;0.0;-0.21542071263380475
62;0.3582399777505051;2018-06-28;bio;0.09730044668867738;0.13245721849295647;6.473823924268501;10.311980819529207;0.39961876075731523;2.5553812118570183;21.4;62.0;0.0;;;;;;;20.9;68.0;0.0;;;;;;;19.6;64.0;0.0;;;;;;;17.9;73.0;0.0;;;;;;;16.7;67.0;0.0;;;;;;;15.1;68.0;0.0;0.3582399777505051
63;0.3526477213713226;2018-06-28;elev;0.096432390395645;0.11240998784251376;5.088137493275954;7.061278685070065;0.279348725121033;0.2080066589400485;21.4;62.0;0.0;;;;;;;20.9;68.0;0.0;;;;;;;19.6;64.0;0.0;;;;;;;17.9;73.0;0.0;;;;;;;16.7;67.0;0.0;;;;;;;15.1;68.0;0.0;0.3526477213713226
64;1.0467584402629917;2018-06-28;pn;0.10073007103393837;0.12103228126966994;7.021433911135491;8.624882823529411;0.5223384311574324;0.444009411764706;21.4;62.0;0.0;;;;;;;20.9;68.0;0.0;;;;;;;19.6;64.0;0.0;;;;;;;17.9;73.0;0.0;;;;;;;16.7;67.0;0.0;;;;;;;15.1;68.0;0.0;1.0467584402629917
65;0.7383283318744932;2018-06-28;ref;0.09890109890109886;0.11246521447078013;5.198228048780487;7.127594810249756;0.40063414634146366;1.4233292247810572;21.4;62.0;0.0;;;;;;;20.9;68.0;0.0;;;;;;;19.6;64.0;0.0;;;;;;;17.9;73.0;0.0;;;;;;;16.7;67.0;0.0;;;;;;;15.1;68.0;0.0;0.7383283318744932
66;0.02606400818803551;2018-07-11;acs;0.09822309970384999;0.10891472868217049;10.756635467980296;9.611565550239233;0.1351074986316366;0.3497165869218502;17.5;73.0;0.0;;;;;;;18.1;65.0;0.0;;;;;;;21.0;60.0;0.0;;;;;;;23.7;59.0;0.0;;;;;;;23.8;60.0;0.0;;;;;;;21.8;62.0;0.0;0.02606400818803551
67;0.17646754374239165;2018-07-11;bi;0.06941580756013756;0.09694623655913986;3.78665494830133;5.543689255096209;0.6980449778434268;0.2349926081158316;17.5;73.0;0.0;;;;;;;18.1;65.0;0.0;;;;;;;21.0;60.0;0.0;;;;;;;23.7;59.0;0.0;;;;;;;23.8;60.0;0.0;;;;;;;21.8;62.0;0.0;0.17646754374239165
68;-0.15359982071844164;2018-07-11;bio;0.07661120027029303;0.11395547945205482;6.034254665203073;9.185939530389412;0.5028545554335891;0.24144643926949472;17.5;73.0;0.0;;;;;;;18.1;65.0;0.0;;;;;;;21.0;60.0;0.0;;;;;;;23.7;59.0;0.0;;;;;;;23.8;60.0;0.0;;;;;;;21.8;62.0;0.0;-0.15359982071844164
69;-0.43674622977065364;2018-07-11;elev;0.07075072021691257;0.09984110169491528;3.593315172791102;5.343852074139451;0.46952651591137096;0.30045754633715804;17.5;73.0;0.0;;;;;;;18.1;65.0;0.0;;;;;;;21.0;60.0;0.0;;;;;;;23.7;59.0;0.0;;;;;;;23.8;60.0;0.0;;;;;;;21.8;62.0;0.0;-0.43674622977065364
70;-0.016943416359991484;2018-07-11;pn;0.08894058697208314;0.10966798554963014;5.205731526222748;6.016709342092551;0.1281714201532116;0.07629885035262286;17.5;73.0;0.0;;;;;;;18.1;65.0;0.0;;;;;;;21.0;60.0;0.0;;;;;;;23.7;59.0;0.0;;;;;;;23.8;60.0;0.0;;;;;;;21.8;62.0;0.0;-0.016943416359991484
