;N2O;Date;Bande;soilH_h1;soilH_h2;NO3_h1;NO3_h2;NH4_h1;NH4_h2;meanTP;air_humidity;pluie;CP;peuplement;fertilisation;nbJours_ferti;travail_sol;ajout_phyto_30J;ajout_phyto_45J;ajout_phyto_60J;ajout_ferti_30J;ajout_ferti_45J;ajout_ferti_60J;semis;recolte;mean_soilH_h1;mean_soilH_h2;mean_NO3_h1;mean_NO3_h2;mean_NH4_h1;mean_NH4_h2;N2O_J45;N2O_J60;Temp_moyenne_5J;Humidite_moyenne_5J;Temp_max_5J;Humidite_max_5J;Temp_min_5J;Humidite_min_5J;Sum_pluie_5J;Sum_ETP_5J;acs;pn;bi;bio;elev;ref;week;month;year;2018;2019;2020;2021
10;2.194977873306416;2018-03-21;elev;0.20174057957596522;0.20633905736207528;20.565517536534447;5.677773276556565;48.78083830897704;8.36320658303602;3.1;81.0;0.0;ble;ble;0.0;5.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;2.600214571630971;2.448739306005361;98.2;72.4;87.6;4.46;-1.1400000000000001;1.3;4.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;12;3;2018;1.0;0.0;0.0;0.0
11;2.115090439506479;2018-03-21;ref;0.2142789953908381;0.2207704870784898;18.031645636298336;5.978069485883368;38.62019801269005;9.635704105535691;3.1;81.0;0.0;ble;ble;0.0;7.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;3.591697932365506;2.9830063600868564;98.2;72.4;87.6;4.46;-1.1400000000000001;1.3;4.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;12;3;2018;1.0;0.0;0.0;0.0
12;29.329116843009775;2018-03-29;acs;0.2253367670364501;0.20752788895512223;73.09918964326813;18.8018354609929;72.9837090909091;19.757860992907798;6.3;85.0;3.5;ble;ble;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;;;96.8;59.0;81.8;13.1;4.54;8.120000000000001;8.5;20.0;1.0;0.0;0.0;0.0;0.0;0.0;13;3;2018;1.0;0.0;0.0;0.0
13;16.137987376567395;2018-03-29;pn;0.22360430950048982;0.22514563106796115;28.189582200075694;8.124025936599423;46.66244078466003;16.446198847262245;6.3;85.0;3.5;ble;ble;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;;;96.8;59.0;81.8;13.1;4.54;8.120000000000001;8.5;20.0;0.0;0.0;0.0;0.0;1.0;0.0;13;3;2018;1.0;0.0;0.0;0.0
14;3.8345960395073595;2018-03-29;bi;0.22146551724137942;0.21651542649727776;7.877079105303953;3.3575141070187633;10.085605957258332;10.501991799861013;6.3;85.0;3.5;ble;ble;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;4.615239710881804;3.93857475299937;96.8;59.0;81.8;13.1;4.54;8.120000000000001;8.5;20.0;0.0;1.0;0.0;0.0;0.0;0.0;13;3;2018;1.0;0.0;0.0;0.0
15;5.889296398280163;2018-03-29;bio;0.21709717097170977;0.22167206246429252;3.580079340141398;2.2846749204795684;6.137278868813826;3.5845761683386335;6.3;85.0;3.5;ble;ble;0.0;15.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;3.653394679822793;3.114636713402855;96.8;59.0;81.8;13.1;4.54;8.120000000000001;8.5;20.0;0.0;0.0;1.0;0.0;0.0;0.0;13;3;2018;1.0;0.0;0.0;0.0
16;22.873049669331067;2018-03-29;elev;0.21123575176406714;0.21173848439821702;30.63098416102763;2.7104448633364755;56.958441621745585;7.58924561734213;6.3;85.0;3.5;ble;ble;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;2.839896378983425;2.5210495151429604;96.8;59.0;81.8;13.1;4.54;8.120000000000001;8.5;20.0;0.0;0.0;0.0;1.0;0.0;0.0;13;3;2018;1.0;0.0;0.0;0.0
17;11.860285031317007;2018-03-29;ref;0.22386784391911135;0.22342358713429042;43.6898430825688;10.430881853281853;69.93331904587157;25.87965005265005;6.3;85.0;3.5;ble;ble;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;3.722173337053728;3.068791458173057;96.8;59.0;81.8;13.1;4.54;8.120000000000001;8.5;20.0;0.0;0.0;0.0;0.0;0.0;1.0;13;3;2018;1.0;0.0;0.0;0.0
18;30.58423129305684;2018-04-05;acs;0.21809369951534727;0.2065147180954138;45.04517975206611;17.019537713687633;33.71736239669421;8.90742160716362;7.5;77.0;0.0;ble;ble;0.0;9.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;;;93.4;58.2;78.8;13.12;7.08;9.52;10.1;7.0;1.0;0.0;0.0;0.0;0.0;0.0;14;4;2018;1.0;0.0;0.0;0.0
19;10.488701480388098;2018-04-05;pn;0.21797195459315086;0.2167601121345615;13.024870992925107;3.515163236609996;18.512878433764335;6.327293825897993;7.5;77.0;0.0;ble;ble;0.0;9.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;;;93.4;58.2;78.8;13.12;7.08;9.52;10.1;7.0;0.0;0.0;0.0;0.0;1.0;0.0;14;4;2018;1.0;0.0;0.0;0.0
20;9.37406113964154;2018-04-05;bi;0.21674180146733832;0.22464795387959546;19.386276063649692;3.5635589956118956;22.306995621261702;8.71092198927352;7.5;77.0;0.0;ble;ble;0.0;9.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;4.716080017307561;3.9797263930545617;93.4;58.2;78.8;13.12;7.08;9.52;10.1;7.0;0.0;1.0;0.0;0.0;0.0;0.0;14;4;2018;1.0;0.0;0.0;0.0
21;8.697909253316746;2018-04-05;bio;0.2082521692934301;0.2114919522975566;2.9862735405949454;1.1998308196721312;4.065649519123238;3.8317177789529344;7.5;77.0;0.0;ble;ble;0.0;22.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;3.734337217218868;3.1047061803620255;93.4;58.2;78.8;13.12;7.08;9.52;10.1;7.0;0.0;0.0;1.0;0.0;0.0;0.0;14;4;2018;1.0;0.0;0.0;0.0
22;18.742510095286338;2018-04-05;elev;0.2087508681416808;0.2107296908698777;19.80550344827586;2.396517772970511;53.006729228840115;8.774347330069448;7.5;77.0;0.0;ble;ble;0.0;9.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;3.037018162298318;2.578619533466814;93.4;58.2;78.8;13.12;7.08;9.52;10.1;7.0;0.0;0.0;0.0;1.0;0.0;0.0;14;4;2018;1.0;0.0;0.0;0.0
23;10.878069124814745;2018-04-05;ref;0.22017785955228464;0.21826939327361836;39.371023200943775;13.040087060858282;61.66413055446325;18.953159571938162;7.5;77.0;0.0;ble;ble;0.0;9.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;;3.8421738175957842;3.146076740730008;93.4;58.2;78.8;13.12;7.08;9.52;10.1;7.0;0.0;0.0;0.0;0.0;0.0;1.0;14;4;2018;1.0;0.0;0.0;0.0
24;51.510280434506434;2018-04-11;acs;0.22423333020725872;0.20557399965053294;46.833620430367496;10.759039755856154;70.00070256286268;7.225628175519629;12.0;73.0;0.0;ble;ble;0.0;15.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.21827334061933806;0.20391232943797158;41.962339396719166;14.05120577967482;57.23721596382404;10.430294162046211;;;98.0;55.2;80.8;17.54;8.66;12.860000000000003;10.8;14.0;1.0;0.0;0.0;0.0;0.0;0.0;15;4;2018;1.0;0.0;0.0;0.0
25;8.85655955379511;2018-04-11;pn;0.21767497034400937;0.2078154341411071;4.132176118271418;1.9614879783271255;7.386721910538286;4.076818151032846;12.0;73.0;0.0;ble;ble;0.0;15.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.21718858139867697;0.21854293145316128;11.170653931710683;3.301840590286994;17.423377882317958;7.260562260657137;;;98.0;55.2;80.8;17.54;8.66;12.860000000000003;10.8;14.0;0.0;0.0;0.0;0.0;1.0;0.0;15;4;2018;1.0;0.0;0.0;0.0
26;14.19582457281916;2018-04-11;bi;0.21662813597054542;0.22143274284601908;7.701885145917585;6.0636879109888735;6.095804831129083;3.0318439554944367;12.0;73.0;0.0;ble;ble;0.0;15.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.21646518215489702;0.2185235999251522;8.025960212761264;3.9474253682791725;8.517947919869163;5.199311763884348;4.860416923575741;4.0785831490063815;98.0;55.2;80.8;17.54;8.66;12.860000000000003;10.8;14.0;0.0;1.0;0.0;0.0;0.0;0.0;15;4;2018;1.0;0.0;0.0;0.0
27;19.02541177053889;2018-04-11;bio;0.21176470588235297;0.216719353705655;2.3528059701492534;1.1325839461883405;5.284764179104477;3.1634241255605366;12.0;73.0;0.0;ble;ble;0.0;28.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.21086280973296043;0.21563497592809905;2.9466348063869665;2.4159066312704045;3.7773849078495934;3.0129058516262024;3.948501657929985;3.251260429011106;98.0;55.2;80.8;17.54;8.66;12.860000000000003;10.8;14.0;0.0;0.0;1.0;0.0;0.0;0.0;15;4;2018;1.0;0.0;0.0;0.0
28;24.979517759564185;2018-04-11;elev;0.20745785233784583;0.20701914311759348;7.150111914492301;1.6131389355098285;19.79754605469979;3.6871747097367504;12.0;73.0;0.0;ble;ble;0.0;15.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.20796611568667514;0.20761781378089927;15.753256582797755;2.7005363117708368;35.96401135849096;6.020586325034448;3.298223222772024;2.7704350723836053;98.0;55.2;80.8;17.54;8.66;12.860000000000003;10.8;14.0;0.0;0.0;0.0;1.0;0.0;0.0;15;4;2018;1.0;0.0;0.0;0.0
29;14.703735854337022;2018-04-11;ref;0.21902635871898335;0.22358507096548105;11.912396932717678;1.8575341909275556;14.148262203166226;4.426464454976302;12.0;73.0;0.0;ble;ble;0.0;15.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.21869350861407932;0.2194382177889221;22.75415400714694;6.454719341937891;37.21842732201684;12.253482137947683;4.002206571154558;3.2656225397015617;98.0;55.2;80.8;17.54;8.66;12.860000000000003;10.8;14.0;0.0;0.0;0.0;0.0;0.0;1.0;15;4;2018;1.0;0.0;0.0;0.0
30;12.128010452469734;2018-04-19;acs;0.1959840690341851;0.17840042560737712;8.454371145510835;3.5261151737535075;6.551222662538697;2.161167364558601;19.7;60.0;0.0;ble;ble;0.0;7.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.214633660930724;0.20010973557561326;39.907727748305646;12.462111335143755;45.97944236028618;9.098069596283898;;;90.8;45.6;70.6;21.06;8.3;15.040000000000001;16.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;16;4;2018;1.0;0.0;0.0;0.0
31;8.777442086404347;2018-04-19;pn;0.18669703872437365;0.19571942145305574;22.821903629845398;2.561871018711018;40.129091944880116;4.294901413721412;19.7;60.0;0.0;ble;ble;0.0;7.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.21161389705664715;0.21284428468338526;15.589545049761986;3.640128179504058;25.126694307076246;7.697514386976839;;;90.8;45.6;70.6;21.06;8.3;15.040000000000001;16.5;0.5;0.0;0.0;0.0;0.0;1.0;0.0;16;4;2018;1.0;0.0;0.0;0.0
32;11.83410789642382;2018-04-19;bi;0.18733188720173538;0.1872678586853244;19.89508491351698;3.491093463704963;27.915616527866746;3.2311184185354445;19.7;60.0;0.0;ble;ble;0.0;7.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.20966363765741924;0.21149020246229;11.710571250880278;4.14866066479375;13.804211897986594;5.464251889639954;4.989950533105606;4.1403078574036165;90.8;45.6;70.6;21.06;8.3;15.040000000000001;16.5;0.5;0.0;1.0;0.0;0.0;0.0;0.0;16;4;2018;1.0;0.0;0.0;0.0
33;10.686939197011062;2018-04-19;bio;0.17771059727101896;0.18721422523285353;0.8199293322734498;0.25995151578289405;2.220641941573927;1.9310684029586407;19.7;60.0;0.0;ble;ble;0.0;36.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.20388459730513026;0.21009851062984217;2.791627696315835;1.9384230342161615;3.8348551427997464;2.9137684570246765;4.064084638266823;3.3263043204377594;90.8;45.6;70.6;21.06;8.3;15.040000000000001;16.5;0.5;0.0;0.0;1.0;0.0;0.0;0.0;16;4;2018;1.0;0.0;0.0;0.0
34;15.056477291983649;2018-04-19;elev;0.18115687992988608;0.187963441972754;3.0582002247672055;1.1154877893395623;3.1269238253237712;2.2309755786791245;19.7;60.0;0.0;ble;ble;0.0;7.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.20206838634988902;0.20475796354410353;16.24206345701949;2.702672527542589;36.33409580791725;6.128989963772695;3.4577854743795546;2.870770216787455;90.8;45.6;70.6;21.06;8.3;15.040000000000001;16.5;0.5;0.0;0.0;0.0;1.0;0.0;0.0;16;4;2018;1.0;0.0;0.0;0.0
35;13.067650122063819;2018-04-19;ref;0.19262295081967218;0.20161290322580644;14.994121827411167;2.093;18.91781725888325;3.881563636363636;19.7;60.0;0.0;ble;ble;0.0;6.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.2139948016801779;0.21753228833553723;25.59980613598795;6.679914518190212;40.65674541501487;12.555308364292769;4.134640293072632;3.375799622558081;90.8;45.6;70.6;21.06;8.3;15.040000000000001;16.5;0.5;0.0;0.0;0.0;0.0;0.0;1.0;16;4;2018;1.0;0.0;0.0;0.0
36;9.67290756059733;2018-04-30;acs;0.19358816276202218;0.15750727615134408;20.813211926605504;5.8226310505994725;32.98766513761468;2.11177184854027;5.3;98.0;8.0;ble;ble;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.21144720571105266;0.19110486169195803;38.84911457956362;11.185831830977932;43.24813237012387;8.032769997737983;;;95.4;65.8;81.0;13.120000000000001;6.42;9.9;10.899999999999999;18.5;1.0;0.0;0.0;0.0;0.0;0.0;18;4;2018;1.0;0.0;0.0;0.0
37;9.889573218216286;2018-04-30;pn;0.19286647078028082;0.17638738663782338;23.551890949539892;7.074471926457215;20.841554292648397;3.8532776644105446;5.3;98.0;8.0;ble;ble;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.2077629487884609;0.20436559708690177;18.344084778131503;4.647404019340955;26.706537473298233;6.999697980465008;;;95.4;65.8;81.0;13.120000000000001;6.42;9.9;10.899999999999999;18.5;0.0;0.0;0.0;0.0;1.0;0.0;18;4;2018;1.0;0.0;0.0;0.0
38;1.9616530895492381;2018-04-30;bi;0.18634637463569723;0.16883688192855884;3.812956040377728;3.456932867577008;3.4201060240963854;2.5086769768180375;5.3;98.0;8.0;ble;ble;0.0;18.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.20570274330333915;0.20374017276735507;11.734656253753187;3.986557468980301;13.964825792322449;5.596910627996491;4.975104173913259;4.1682674580847685;95.4;65.8;81.0;13.120000000000001;6.42;9.9;10.899999999999999;18.5;0.0;1.0;0.0;0.0;0.0;0.0;18;4;2018;1.0;0.0;0.0;0.0
39;1.834294569457742;2018-04-30;bio;0.17921440261865776;0.17103949160236043;2.3632465603190416;3.1805017632241803;1.5298311066799597;2.0841924433249366;5.3;98.0;8.0;ble;ble;0.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1988078092074339;0.20162741706054366;2.420466948695618;1.6115085930694228;3.8476331230590857;2.9189957838271363;4.081332638341855;3.3180340749171857;95.4;65.8;81.0;13.120000000000001;6.42;9.9;10.899999999999999;18.5;0.0;0.0;1.0;0.0;0.0;0.0;18;4;2018;1.0;0.0;0.0;0.0
40;2.4401622503415563;2018-04-30;elev;0.18556341101509988;0.16263545730385798;3.0117235023041475;1.104865803913449;2.0308940092165897;2.304773827518378;5.3;98.0;8.0;ble;ble;0.0;18.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.19883295263771594;0.19601724353246003;12.73130465017343;1.7880910330139657;26.984106947965167;4.917303412669167;3.4795239589688305;2.8750671618707004;95.4;65.8;81.0;13.120000000000001;6.42;9.9;10.899999999999999;18.5;0.0;0.0;0.0;1.0;0.0;0.0;18;4;2018;1.0;0.0;0.0;0.0
41;2.1090355405340864;2018-04-30;ref;0.19427563222897465;0.17396332397158426;4.46167686131387;3.8861158799999984;3.1852391240875915;2.1307052799999995;5.3;98.0;8.0;ble;ble;0.0;17.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.20999412904780526;0.2081708557141561;22.885812380991062;6.261523797013538;33.56975363729437;11.05430859918563;4.153967981620969;3.385120896812057;95.4;65.8;81.0;13.120000000000001;6.42;9.9;10.899999999999999;18.5;0.0;0.0;0.0;0.0;0.0;1.0;18;4;2018;1.0;0.0;0.0;0.0
42;4.435864333018556;2018-05-15;acs;0.1279297883324729;0.11460544086436436;9.874556144920675;1.5027308781869688;13.166074859894229;3.2673012275731828;14.2;88.0;0.5;ble;ble;0.0;3.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.19196580997025722;0.1725203720738065;26.204187879894125;7.726010914416747;31.284605523920895;4.734658044671061;;;96.2;62.2;81.2;17.54;8.58;12.820000000000002;13.100000000000001;8.5;1.0;0.0;0.0;0.0;0.0;0.0;20;5;2018;1.0;0.0;0.0;0.0
43;1.4389019326492294;2018-05-15;pn;0.14018442986345087;0.1242432219005;18.302501907806533;1.9414571686203776;22.755040383623804;5.009852119026148;14.2;88.0;0.5;ble;ble;0.0;3.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.19107897286105313;0.18418511525340955;16.36666871967767;3.4108902657451465;21.925057393090988;4.712428634817789;;;96.2;62.2;81.2;17.54;8.58;12.820000000000002;13.100000000000001;8.5;0.0;0.0;0.0;0.0;1.0;0.0;20;5;2018;1.0;0.0;0.0;0.0
44;3.0162599635216774;2018-05-15;bi;0.12270984235193869;0.11599328087702229;10.050622438076738;1.4534178217821778;9.884152501214183;2.8627926792679266;14.2;88.0;0.5;ble;ble;0.0;3.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.18595160832545105;0.183635743643304;12.169364920307745;3.6057382119329837;13.92453510111362;4.069070803877873;4.441057009764845;4.193185757712549;96.2;62.2;81.2;17.54;8.58;12.820000000000002;13.100000000000001;8.5;0.0;1.0;0.0;0.0;0.0;0.0;20;5;2018;1.0;0.0;0.0;0.0
45;1.6604548938621413;2018-05-15;bio;0.12387585963674834;0.12368471398507742;0.8130673845224918;0.9029683004038859;2.8040400825198746;3.132519659425826;14.2;88.0;0.5;ble;ble;0.0;62.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18016354694044162;0.1820299473647006;1.8670645575718363;1.3351672690542866;3.1809853658002956;2.828584482044575;4.081040773346916;3.3231482120305116;96.2;62.2;81.2;17.54;8.58;12.820000000000002;13.100000000000001;8.5;0.0;0.0;1.0;0.0;0.0;0.0;20;5;2018;1.0;0.0;0.0;0.0
46;1.739125876580395;2018-05-15;elev;0.13021207764198414;0.11464002141136581;6.761031408203327;1.2195437122128172;7.856276371525985;3.186195284159613;14.2;88.0;0.5;ble;ble;0.0;3.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.18262821781329935;0.1765975509350898;7.95731409960857;1.4899108027892336;17.16367389792125;4.036693346032663;3.49728560135311;2.8790370310658315;96.2;62.2;81.2;17.54;8.58;12.820000000000002;13.100000000000001;8.5;0.0;0.0;0.0;1.0;0.0;0.0;20;5;2018;1.0;0.0;0.0;0.0
47;1.6069719056552558;2018-05-15;ref;0.1182514646237044;0.11651624548736461;7.530585648574057;1.7852370211461843;9.193719104569153;2.964375053631628;14.2;88.0;0.5;ble;ble;0.0;3.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.18887085318872382;0.18678938738477097;15.65396089419211;4.532394830586404;21.421833649033893;6.471253599381946;4.159216022593345;3.383633969327297;96.2;62.2;81.2;17.54;8.58;12.820000000000002;13.100000000000001;8.5;0.0;0.0;0.0;0.0;0.0;1.0;20;5;2018;1.0;0.0;0.0;0.0
48;2.333013858600761;2018-06-01;acs;0.15406366870382193;0.12777537796976246;3.8215863704981663;1.7442289025356579;6.812887606929769;2.814022629424194;17.1;94.0;3.5;ble;ble;0.0;20.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.17915980380795218;0.1567725040486762;17.959469203580532;4.670949152186352;25.90371056596801;3.515978249123175;;;100.0;64.0;88.0;23.84;15.12;18.78;18.299999999999997;22.5;1.0;0.0;0.0;0.0;0.0;0.0;22;6;2018;1.0;0.0;0.0;0.0
49;1.681672225812661;2018-06-01;pn;0.16478357733927432;0.14804544234725833;2.139858931123178;2.67914886602268;3.232078593883966;2.7371391012179758;17.1;94.0;3.5;ble;ble;0.0;20.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.1804412974102778;0.1704421812959489;14.189666307317282;3.243687391627683;18.868897425114916;3.9943976898817852;;;100.0;64.0;88.0;23.84;15.12;18.78;18.299999999999997;22.5;0.0;0.0;0.0;0.0;1.0;0.0;22;6;2018;1.0;0.0;0.0;0.0
50;1.9245288403520493;2018-06-01;bi;0.17701559020044538;0.14564074678267167;2.4569263476943046;2.980533573777447;3.503394977267807;2.033232205367561;17.1;94.0;3.5;ble;ble;0.0;20.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.1780063660720724;0.16783430222391926;8.783494977116668;3.489133127566094;10.163814972314842;2.733532847096681;4.126859381496061;4.209288091361002;100.0;64.0;88.0;23.84;15.12;18.78;18.299999999999997;22.5;0.0;1.0;0.0;0.0;0.0;0.0;22;6;2018;1.0;0.0;0.0;0.0
